country,is_payer,vertical,subvertical,inactivity_days,return_rate_percentage,total_users_inactive,returning_users,,
IDN,payer,non-gaming,Other Consumer,15,10.03,309,31,,
USA,payer,non-gaming,Social,23,10.03,28612,2871,,
FRA,non-payer,Gaming,MidCore,12,10.03,186718,18731,,
CAN,payer,Gaming,Hypercasual,30,10.03,6059,608,,
FRA,payer,non-gaming,Finance (Trading & Investing),8,10.02,1318,132,,
BRA,non-payer,non-gaming,Entertainment,28,10.02,125833,12607,,
BRA,payer,non-gaming,Dating,14,10.01,18988,1901,,
USA,payer,non-gaming,Utility & Productivity,15,10.01,78947,7899,,
USA,payer,non-gaming,Health & Fitness,21,10.01,2518,252,,
CAN,payer,non-gaming,RMG,6,10,40,4,,
IDN,payer,non-gaming,Loyalty,7,10,70,7,,
IDN,payer,non-gaming,Loyalty,8,10,70,7,,
IDN,payer,non-gaming,Loyalty,9,10,70,7,,
IDN,payer,non-gaming,Loyalty,10,10,70,7,,
IDN,non-payer,non-gaming,E-Commerce,11,10,288669,28860,,
IDN,payer,non-gaming,Loyalty,11,10,70,7,,
FRA,payer,non-gaming,Generative AI,18,10,1480,148,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),19,10,499140,49893,,
USA,payer,non-gaming,Loyalty,28,10,111084,11111,,
USA,non-payer,Gaming,Casino,14,10,483187,48326,,
FRA,non-payer,non-gaming,Finance (Trading & Investing),8,9.99,28409,2837,,
FRA,payer,non-gaming,Social,30,9.99,2523,252,,
USA,payer,Gaming,Other Gaming,29,9.99,564061,56369,,
IND,non-payer,non-gaming,Education,4,9.98,48791,4867,,
BRA,non-payer,non-gaming,Generative AI,5,9.98,7994,798,,
DEU,payer,non-gaming,Health & Fitness,10,9.98,7696,768,,
IDN,payer,non-gaming,Education,17,9.98,641,64,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),23,9.98,128796,12848,,
USA,non-payer,Gaming,MidCore,16,9.98,1588799,158631,,
BRA,payer,Gaming,MidCore,18,9.98,43062,4296,,
FRA,non-payer,non-gaming,Social,23,9.97,34294,3420,,
FRA,payer,non-gaming,Utility & Productivity,27,9.97,11794,1176,,
CAN,payer,Gaming,MidCore,21,9.97,9707,968,,
IDN,non-payer,non-gaming,Social,5,9.96,682495,67991,,
AUS,non-payer,non-gaming,Generative AI,6,9.96,7473,744,,
IND,non-payer,non-gaming,Finance (Trading & Investing),24,9.96,1058751,105427,,
USA,payer,non-gaming,E-Commerce,27,9.96,1526,152,,
USA,non-payer,Gaming,Other Gaming,13,9.96,1245028,123967,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),11,9.95,80675,8029,,
DEU,payer,Gaming,Other Gaming,28,9.95,97151,9669,,
IDN,non-payer,non-gaming,Generative AI,5,9.94,996,99,,
USA,non-payer,non-gaming,Loyalty,11,9.94,247431,24593,,
AUS,non-payer,non-gaming,Loyalty,12,9.94,7193,715,,
CAN,non-payer,non-gaming,Social,13,9.94,14004,1392,,
IND,payer,Gaming,Casino,13,9.94,23180,2303,,
FRA,payer,Gaming,Hypercasual,26,9.94,11577,1151,,
DEU,payer,non-gaming,Dating,15,9.93,3715,369,,
USA,payer,non-gaming,Travel,15,9.92,121,12,,
USA,payer,non-gaming,Travel,16,9.92,121,12,,
BRA,non-payer,non-gaming,News,19,9.92,107856,10700,,
IND,payer,non-gaming,Entertainment,26,9.92,3386,336,,
IND,payer,non-gaming,News,28,9.92,1210,120,,
FRA,non-payer,non-gaming,RMG,29,9.92,2913,289,,
CAN,non-payer,non-gaming,Finance (Trading & Investing),9,9.91,7293,723,,
IDN,payer,non-gaming,Finance (Trading & Investing),17,9.91,13095,1298,,
USA,payer,non-gaming,Entertainment,30,9.91,29477,2922,,
IDN,payer,Gaming,Casino,15,9.91,10101,1001,,
FRA,payer,Gaming,Other Gaming,29,9.91,106919,10595,,
CAN,payer,non-gaming,Utility & Productivity,30,9.9,1545,153,,
CAN,non-payer,non-gaming,Dating,2,9.89,12521,1238,,
IND,payer,non-gaming,Loyalty,6,9.89,4003,396,,
IND,non-payer,Gaming,MidCore,12,9.89,1324145,130949,,
IND,payer,Gaming,Hypercasual,19,9.89,176434,17448,,
AUS,non-payer,non-gaming,Education,23,9.88,172,17,,
AUS,non-payer,non-gaming,Education,24,9.88,172,17,,
AUS,non-payer,non-gaming,Education,25,9.88,172,17,,
AUS,payer,non-gaming,Health & Fitness,25,9.88,81,8,,
AUS,non-payer,non-gaming,Education,26,9.88,172,17,,
AUS,payer,non-gaming,Health & Fitness,26,9.88,81,8,,
AUS,payer,non-gaming,Health & Fitness,27,9.88,81,8,,
AUS,payer,non-gaming,Health & Fitness,28,9.88,81,8,,
AUS,payer,non-gaming,Health & Fitness,29,9.88,81,8,,
AUS,payer,non-gaming,Health & Fitness,30,9.88,81,8,,
USA,non-payer,non-gaming,Generative AI,8,9.87,326395,32200,,
BRA,non-payer,non-gaming,On-Demand,13,9.87,162638,16056,,
IDN,payer,non-gaming,Social,21,9.87,15671,1546,,
USA,non-payer,non-gaming,E-Commerce,22,9.87,41393,4087,,
KOR,non-payer,non-gaming,Education,23,9.87,17891,1765,,
USA,payer,non-gaming,Other Consumer,25,9.87,9031,891,,
BRA,payer,Gaming,Other Gaming,22,9.87,246759,24359,,
FRA,non-payer,Gaming,Casino,23,9.87,18773,1853,,
BRA,non-payer,non-gaming,Education,10,9.86,1460,144,,
IDN,payer,non-gaming,Education,18,9.86,639,63,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),23,9.86,13596,1341,,
CAN,non-payer,non-gaming,Entertainment,28,9.86,6713,662,,
AUS,payer,non-gaming,Utility & Productivity,29,9.86,842,83,,
IDN,non-payer,non-gaming,Loyalty,9,9.85,43552,4292,,
USA,non-payer,non-gaming,On-Demand,12,9.85,46206,4550,,
USA,non-payer,non-gaming,RMG,14,9.85,118294,11649,,
DEU,non-payer,Gaming,Other Gaming,13,9.85,346341,34098,,
AUS,non-payer,non-gaming,Social,12,9.84,10163,1000,,
BRA,payer,non-gaming,Social,25,9.84,11299,1112,,
IDN,non-payer,Gaming,MidCore,8,9.84,552133,54349,,
CAN,non-payer,Gaming,Other Gaming,13,9.84,117505,11566,,
BRA,payer,non-gaming,On-Demand,22,9.83,631,62,,
CAN,payer,non-gaming,Social,24,9.83,1393,137,,
KOR,non-payer,Gaming,Casino,23,9.83,15762,1549,,
AUS,payer,Gaming,Hypercasual,30,9.83,3052,300,,
CAN,non-payer,non-gaming,On-Demand,4,9.82,13493,1325,,
FRA,non-payer,non-gaming,Other Consumer,11,9.82,51827,5087,,
FRA,payer,non-gaming,Other Consumer,18,9.82,2341,230,,
USA,payer,non-gaming,Generative AI,19,9.82,13822,1357,,
DEU,payer,non-gaming,Generative AI,25,9.82,2037,200,,
CAN,non-payer,Gaming,MidCore,13,9.81,97981,9614,,
AUS,non-payer,Gaming,Other Gaming,17,9.81,68109,6682,,
AUS,payer,Gaming,MidCore,24,9.81,6168,605,,
USA,payer,Gaming,Hypercasual,29,9.81,88302,8666,,
CAN,non-payer,non-gaming,RMG,2,9.8,4581,449,,
AUS,payer,non-gaming,Dating,15,9.8,1122,110,,
FRA,non-payer,Gaming,Other Gaming,15,9.8,365690,35831,,
DEU,non-payer,non-gaming,Finance (Trading & Investing),8,9.79,28757,2816,,
AUS,non-payer,non-gaming,Travel,9,9.79,613,60,,
IND,payer,non-gaming,News,29,9.79,1205,118,,
IDN,non-payer,Gaming,Casino,6,9.79,103744,10156,,
IND,non-payer,non-gaming,Entertainment,7,9.78,212215,20750,,
FRA,non-payer,Gaming,Hypercasual,7,9.78,89229,8723,,
FRA,payer,non-gaming,Dating,12,9.77,1688,165,,
IND,payer,non-gaming,Utility & Productivity,15,9.77,302138,29520,,
DEU,payer,non-gaming,Utility & Productivity,24,9.77,22890,2237,,
KOR,payer,non-gaming,Entertainment,29,9.77,6922,676,,
AUS,non-payer,Gaming,MidCore,11,9.77,60311,5891,,
KOR,non-payer,Gaming,MidCore,12,9.77,634394,61986,,
IDN,payer,non-gaming,Finance (Financial Health & Banking),4,9.76,41,4,,
KOR,payer,non-gaming,Social,30,9.76,1117,109,,
KOR,payer,Gaming,MidCore,15,9.76,91686,8953,,
AUS,non-payer,Gaming,Casino,20,9.76,17464,1704,,
FRA,non-payer,non-gaming,Social,24,9.75,34168,3332,,
IDN,payer,non-gaming,Other Consumer,16,9.74,308,30,,
IDN,non-payer,non-gaming,Entertainment,21,9.74,116203,11318,,
FRA,payer,non-gaming,Utility & Productivity,28,9.74,11749,1144,,
CAN,non-payer,Gaming,Hypercasual,7,9.74,28221,2748,,
DEU,payer,Gaming,MidCore,21,9.74,30898,3009,,
FRA,payer,Gaming,MidCore,21,9.74,20330,1981,,
USA,payer,non-gaming,Education,16,9.73,1439,140,,
USA,payer,non-gaming,Utility & Productivity,16,9.73,78444,7629,,
IDN,payer,non-gaming,Education,19,9.73,637,62,,
USA,payer,non-gaming,E-Commerce,28,9.73,1521,148,,
BRA,non-payer,non-gaming,Entertainment,29,9.73,125267,12184,,
BRA,non-payer,Gaming,Hypercasual,5,9.73,277099,26965,,
DEU,non-payer,non-gaming,Utility & Productivity,11,9.72,39213,3812,,
USA,non-payer,non-gaming,Social,20,9.72,419619,40791,,
USA,payer,Gaming,MidCore,28,9.72,96817,9409,,
BRA,non-payer,non-gaming,Other Consumer,6,9.71,42302,4107,,
USA,non-payer,non-gaming,Education,9,9.71,11720,1138,,
AUS,non-payer,non-gaming,Other Consumer,12,9.71,4747,461,,
KOR,payer,Gaming,Other Gaming,18,9.71,99578,9666,,
USA,non-payer,non-gaming,Entertainment,22,9.7,193484,18768,,
BRA,payer,non-gaming,Finance (Trading & Investing),14,9.69,10892,1055,,
KOR,non-payer,non-gaming,Travel,18,9.69,49237,4770,,
FRA,payer,non-gaming,Generative AI,19,9.69,1475,143,,
USA,payer,non-gaming,Health & Fitness,22,9.69,2508,243,,
KOR,payer,non-gaming,Travel,24,9.69,7183,696,,
DEU,payer,Gaming,Hypercasual,27,9.69,15772,1528,,
BRA,payer,non-gaming,Education,10,9.68,155,15,,
BRA,payer,non-gaming,Education,11,9.68,155,15,,
CAN,payer,non-gaming,Dating,15,9.68,1695,164,,
USA,non-payer,non-gaming,Other Consumer,17,9.68,135338,13103,,
IND,payer,Gaming,Other Gaming,17,9.68,391829,37917,,
DEU,payer,Gaming,Casino,26,9.68,3048,295,,
USA,non-payer,non-gaming,Unclassified,21,9.67,324795,31415,,
USA,payer,non-gaming,Loyalty,29,9.67,110538,10693,,
AUS,non-payer,Gaming,Hypercasual,11,9.67,16312,1578,,
DEU,non-payer,non-gaming,Social,16,9.66,57835,5588,,
BRA,payer,Gaming,Hypercasual,21,9.66,59754,5774,,
USA,payer,Gaming,Other Gaming,30,9.66,561346,54203,,
AUS,payer,non-gaming,Utility & Productivity,30,9.65,839,81,,
IDN,non-payer,non-gaming,Education,8,9.64,5468,527,,
DEU,payer,non-gaming,Health & Fitness,11,9.64,7654,738,,
KOR,non-payer,non-gaming,Other Consumer,12,9.64,78686,7582,,
AUS,non-payer,non-gaming,Finance (Trading & Investing),17,9.64,7575,730,,
CAN,payer,non-gaming,Generative AI,18,9.62,468,45,,
IND,payer,non-gaming,Travel,3,9.61,1759,169,,
AUS,non-payer,non-gaming,Finance (Financial Health & Banking),11,9.61,2091,201,,
FRA,non-payer,non-gaming,Education,12,9.61,1030,99,,
DEU,payer,non-gaming,Dating,16,9.61,3695,355,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),24,9.61,128136,12316,,
USA,payer,non-gaming,Social,24,9.61,28448,2733,,
CAN,payer,Gaming,MidCore,22,9.6,9650,926,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),20,9.59,496429,47625,,
IND,non-payer,non-gaming,Finance (Trading & Investing),25,9.59,1053275,101018,,
DEU,non-payer,Gaming,Hypercasual,6,9.59,125793,12064,,
IND,payer,non-gaming,Social,12,9.58,96371,9235,,
IDN,payer,non-gaming,Social,22,9.58,15601,1495,,
USA,non-payer,non-gaming,E-Commerce,23,9.58,41214,3950,,
FRA,payer,non-gaming,Finance (Financial Health & Banking),28,9.58,480,46,,
IDN,payer,Gaming,MidCore,19,9.58,35119,3366,,
FRA,payer,Gaming,Hypercasual,27,9.58,11519,1104,,
KOR,payer,non-gaming,Loyalty,15,9.57,6926,663,,
BRA,non-payer,non-gaming,News,20,9.57,107327,10274,,
CAN,non-payer,Gaming,Casino,12,9.57,34351,3289,,
DEU,non-payer,Gaming,Casino,15,9.57,29041,2778,,
IDN,payer,non-gaming,E-Commerce,5,9.56,450,43,,
BRA,payer,non-gaming,Utility & Productivity,14,9.56,33583,3211,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),24,9.56,13530,1294,,
AUS,payer,Gaming,MidCore,25,9.56,6141,587,,
DEU,payer,Gaming,Other Gaming,29,9.56,96624,9239,,
CAN,non-payer,non-gaming,News,9,9.55,471,45,,
CAN,payer,non-gaming,Health & Fitness,11,9.55,314,30,,
KOR,non-payer,non-gaming,Health & Fitness,12,9.55,146691,14004,,
FRA,non-payer,non-gaming,Loyalty,12,9.55,31491,3006,,
USA,payer,non-gaming,Health & Fitness,23,9.55,2503,239,,
BRA,payer,Gaming,Casino,16,9.55,12184,1164,,
USA,payer,Gaming,Hypercasual,30,9.55,87932,8394,,
FRA,payer,Gaming,Other Gaming,30,9.55,106368,10155,,
CAN,non-payer,non-gaming,Other Consumer,9,9.54,6393,610,,
KOR,non-payer,non-gaming,Utility & Productivity,13,9.54,65953,6291,,
FRA,payer,non-gaming,Utility & Productivity,29,9.54,11707,1117,,
FRA,non-payer,non-gaming,Generative AI,8,9.53,61953,5904,,
USA,payer,non-gaming,Dating,14,9.53,32661,3112,,
KOR,non-payer,non-gaming,Finance (Trading & Investing),16,9.53,94145,8975,,
IDN,payer,non-gaming,News,25,9.53,1311,125,,
IND,non-payer,non-gaming,Other Consumer,3,9.52,1187665,113114,,
BRA,payer,non-gaming,Loyalty,6,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,7,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,8,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,9,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,10,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,11,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,12,9.52,21,2,,
BRA,payer,non-gaming,Loyalty,13,9.52,21,2,,
FRA,non-payer,non-gaming,On-Demand,16,9.52,1355,129,,
BRA,payer,non-gaming,Social,26,9.52,11247,1071,,
IDN,non-payer,Gaming,Other Gaming,9,9.52,205308,19547,,
KOR,non-payer,non-gaming,Education,24,9.51,17801,1693,,
USA,payer,non-gaming,Other Consumer,26,9.51,8989,855,,
CAN,non-payer,non-gaming,Entertainment,29,9.51,6680,635,,
BRA,non-payer,non-gaming,Finance (Trading & Investing),10,9.5,99848,9485,,
CAN,non-payer,non-gaming,Social,14,9.5,13930,1324,,
USA,non-payer,non-gaming,Utility & Productivity,15,9.5,344069,32670,,
KOR,non-payer,Gaming,Other Gaming,13,9.5,165953,15769,,
USA,non-payer,Gaming,Hypercasual,4,9.49,76339,7242,,
KOR,non-payer,Gaming,Hypercasual,5,9.49,26176,2485,,
DEU,non-payer,Gaming,MidCore,11,9.49,262026,24869,,
KOR,non-payer,Gaming,Casino,24,9.49,15689,1489,,
FRA,non-payer,non-gaming,Social,25,9.48,34035,3226,,
KOR,payer,Gaming,Hypercasual,21,9.48,12358,1171,,
USA,non-payer,non-gaming,On-Demand,13,9.47,45957,4353,,
USA,non-payer,Gaming,MidCore,17,9.47,1578495,149525,,
IDN,payer,Gaming,Other Gaming,17,9.47,35011,3314,,
IND,payer,non-gaming,Dating,8,9.46,93615,8858,,
CAN,non-payer,non-gaming,Loyalty,12,9.46,14406,1363,,
FRA,non-payer,Gaming,Casino,24,9.46,18670,1766,,
AUS,non-payer,non-gaming,E-Commerce,1,9.45,18229,1723,,
CAN,payer,non-gaming,Social,25,9.45,1386,131,,
IND,non-payer,non-gaming,On-Demand,9,9.44,1400409,132129,,
FRA,non-payer,non-gaming,Utility & Productivity,12,9.44,29985,2830,,
DEU,non-payer,non-gaming,Generative AI,9,9.43,29352,2768,,
DEU,non-payer,non-gaming,Loyalty,12,9.43,28154,2656,,
IDN,payer,non-gaming,Utility & Productivity,12,9.43,20394,1924,,
KOR,non-payer,non-gaming,Generative AI,15,9.43,81682,7700,,
IDN,payer,non-gaming,Finance (Trading & Investing),18,9.43,13011,1227,,
BRA,non-payer,Gaming,Other Gaming,12,9.43,678185,63972,,
BRA,payer,Gaming,MidCore,19,9.43,42775,4032,,
BRA,payer,Gaming,Other Gaming,23,9.43,245363,23146,,
IDN,non-payer,non-gaming,Other Consumer,6,9.42,12554,1182,,
IND,payer,non-gaming,On-Demand,8,9.42,160694,15140,,
AUS,non-payer,non-gaming,Social,13,9.42,10112,953,,
USA,non-payer,non-gaming,Finance (Trading & Investing),14,9.42,45090,4249,,
CAN,payer,non-gaming,Generative AI,19,9.42,467,44,,
BRA,non-payer,non-gaming,Entertainment,30,9.42,124709,11750,,
IND,payer,non-gaming,News,30,9.42,1200,113,,
FRA,payer,Gaming,MidCore,22,9.42,20224,1905,,
DEU,payer,Gaming,Hypercasual,28,9.42,15705,1480,,
CAN,non-payer,non-gaming,Finance (Financial Health & Banking),13,9.41,2423,228,,
DEU,non-payer,non-gaming,Finance (Financial Health & Banking),25,9.41,13479,1268,,
AUS,non-payer,non-gaming,Education,28,9.41,170,16,,
KOR,payer,non-gaming,Entertainment,30,9.41,6889,648,,
USA,non-payer,Gaming,Casino,15,9.41,479624,45120,,
AUS,payer,Gaming,Casino,30,9.41,1307,123,,
IND,non-payer,non-gaming,Health & Fitness,3,9.4,5646,531,,
AUS,payer,non-gaming,Dating,16,9.4,1117,105,,
KOR,non-payer,non-gaming,Dating,7,9.39,12115,1137,,
FRA,payer,non-gaming,Generative AI,20,9.39,1470,138,,
AUS,payer,non-gaming,Other Consumer,23,9.39,245,23,,
AUS,payer,non-gaming,Other Consumer,24,9.39,245,23,,
AUS,payer,non-gaming,Social,25,9.39,1001,94,,
USA,payer,non-gaming,Loyalty,30,9.39,110048,10330,,
USA,payer,Gaming,MidCore,29,9.39,96361,9052,,
BRA,non-payer,non-gaming,Utility & Productivity,3,9.38,85739,8042,,
AUS,payer,non-gaming,E-Commerce,6,9.38,96,9,,
AUS,payer,non-gaming,E-Commerce,7,9.38,96,9,,
BRA,payer,non-gaming,Dating,15,9.38,18846,1767,,
USA,non-payer,non-gaming,Social,21,9.38,417677,39188,,
DEU,payer,non-gaming,Generative AI,26,9.38,2026,190,,
CAN,non-payer,non-gaming,Education,28,9.38,384,36,,
KOR,non-payer,non-gaming,Finance (Financial Health & Banking),3,9.37,55787,5229,,
IND,payer,non-gaming,Education,7,9.37,10173,953,,
IDN,non-payer,non-gaming,E-Commerce,12,9.37,286473,26843,,
DEU,payer,non-gaming,Utility & Productivity,25,9.37,22765,2134,,
IND,payer,non-gaming,Entertainment,27,9.37,3363,315,,
IDN,non-payer,Gaming,Hypercasual,5,9.37,78365,7343,,
AUS,non-payer,Gaming,Other Gaming,18,9.37,67708,6347,,
DEU,non-payer,non-gaming,Education,11,9.36,1090,102,,
USA,non-payer,non-gaming,Entertainment,23,9.36,192544,18024,,
AUS,non-payer,non-gaming,Education,27,9.36,171,16,,
BRA,non-payer,Gaming,Casino,8,9.36,90144,8435,,
IDN,payer,non-gaming,Dating,14,9.35,8523,797,,
USA,non-payer,Gaming,Other Gaming,14,9.35,1235726,115568,,
FRA,non-payer,Gaming,Other Gaming,16,9.35,363557,33981,,
AUS,payer,non-gaming,Dating,17,9.34,1114,104,,
DEU,payer,non-gaming,Dating,17,9.34,3683,344,,
IDN,payer,non-gaming,News,26,9.34,1306,122,,
IND,payer,non-gaming,Finance (Trading & Investing),17,9.33,116553,10876,,
IDN,non-payer,non-gaming,On-Demand,19,9.33,30720,2866,,
USA,payer,non-gaming,Generative AI,20,9.33,13745,1283,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),28,9.33,75,7,,
USA,payer,non-gaming,E-Commerce,29,9.33,1512,141,,
AUS,payer,non-gaming,Finance (Financial Health & Banking),29,9.33,75,7,,
IDN,payer,Gaming,Hypercasual,13,9.33,14655,1368,,
DEU,payer,Gaming,Casino,27,9.33,3034,283,,
IND,non-payer,non-gaming,Social,2,9.32,1560791,145501,,
AUS,non-payer,non-gaming,News,9,9.32,1330,124,,
BRA,non-payer,non-gaming,Education,11,9.32,1449,135,,
IDN,non-payer,non-gaming,Entertainment,22,9.32,115544,10771,,
IND,payer,Gaming,Hypercasual,20,9.32,175210,16333,,
DEU,payer,Gaming,MidCore,22,9.32,30731,2865,,
CAN,payer,non-gaming,Dating,16,9.31,1686,157,,
USA,non-payer,non-gaming,Finance (Financial Health & Banking),25,9.31,127553,11875,,
FRA,payer,non-gaming,Utility & Productivity,30,9.31,11663,1086,,
DEU,non-payer,non-gaming,Social,17,9.3,57545,5352,,
IDN,payer,non-gaming,Social,23,9.29,15537,1444,,
IND,non-payer,Gaming,Hypercasual,7,9.29,735908,68376,,
FRA,non-payer,non-gaming,Dating,8,9.28,36792,3414,,
KOR,payer,non-gaming,Dating,11,9.28,1013,94,,
BRA,non-payer,non-gaming,News,21,9.28,106855,9911,,
FRA,non-payer,Gaming,MidCore,13,9.28,185057,17173,,
CAN,non-payer,non-gaming,Utility & Productivity,4,9.27,14740,1367,,
CAN,payer,non-gaming,Health & Fitness,12,9.27,313,29,,
IND,payer,non-gaming,Utility & Productivity,16,9.27,300249,27837,,
USA,non-payer,non-gaming,Unclassified,22,9.27,323016,29937,,
USA,non-payer,non-gaming,E-Commerce,24,9.27,41036,3803,,
BRA,payer,Gaming,Hypercasual,22,9.27,59428,5511,,
FRA,payer,non-gaming,Finance (Trading & Investing),9,9.26,1306,121,,
IDN,non-payer,non-gaming,Finance (Trading & Investing),12,9.26,80019,7413,,
DEU,payer,non-gaming,Health & Fitness,12,9.26,7611,705,,
USA,non-payer,non-gaming,RMG,15,9.26,117450,10876,,
USA,payer,non-gaming,Utility & Productivity,17,9.26,77975,7221,,
KOR,non-payer,non-gaming,Entertainment,8,9.25,76332,7064,,
FRA,non-payer,non-gaming,On-Demand,17,9.25,1351,125,,
IND,non-payer,non-gaming,Finance (Trading & Investing),26,9.25,1048185,96946,,
FRA,non-payer,non-gaming,RMG,30,9.25,2888,267,,
IDN,payer,Gaming,Casino,16,9.25,10024,927,,
FRA,payer,non-gaming,Health & Fitness,5,9.24,3247,300,,
BRA,non-payer,non-gaming,Generative AI,6,9.24,7921,732,,
BRA,payer,non-gaming,Other Consumer,8,9.24,1732,160,,
CAN,payer,Gaming,MidCore,23,9.24,9607,888,,
AUS,non-payer,non-gaming,Loyalty,13,9.23,7136,659,,
CAN,payer,non-gaming,Other Consumer,15,9.23,260,24,,
CAN,payer,non-gaming,Other Consumer,16,9.23,260,24,,
CAN,non-payer,Gaming,Other Gaming,14,9.23,116619,10760,,
DEU,non-payer,Gaming,Other Gaming,14,9.23,343697,31713,,
AUS,payer,Gaming,MidCore,26,9.23,6109,564,,
IDN,non-payer,non-gaming,Utility & Productivity,4,9.22,48819,4503,,
USA,payer,non-gaming,Education,17,9.22,1431,132,,
USA,non-payer,non-gaming,Other Consumer,18,9.22,134536,12403,,
FRA,non-payer,non-gaming,Social,26,9.22,33899,3124,,
CAN,non-payer,non-gaming,On-Demand,5,9.21,13390,1233,,
USA,non-payer,non-gaming,Loyalty,12,9.21,245266,22584,,
IND,payer,non-gaming,Generative AI,12,9.21,239,22,,
BRA,non-payer,non-gaming,Finance (Financial Health & Banking),21,9.21,493857,45484,,
BRA,non-payer,non-gaming,Social,5,9.2,172456,15871,,
IDN,non-payer,non-gaming,Loyalty,10,9.2,43212,3977,,
BRA,non-payer,non-gaming,Education,12,9.2,1446,133,,
FRA,payer,non-gaming,Other Consumer,19,9.2,2325,214,,
DEU,non-payer,non-gaming,Education,12,9.19,1088,100,,
KOR,non-payer,non-gaming,Education,25,9.19,17719,1629,,
USA,payer,non-gaming,Other Consumer,27,9.19,8945,822,,
KOR,payer,Gaming,MidCore,16,9.18,91024,8360,,
KOR,payer,Gaming,Other Gaming,19,9.18,98907,9082,,
DEU,payer,Gaming,Other Gaming,30,9.18,96122,8820,,
USA,payer,non-gaming,Social,25,9.17,28297,2594,,
CAN,non-payer,non-gaming,Entertainment,30,9.17,6649,610,,
IDN,payer,Gaming,MidCore,20,9.17,34925,3202,,
